수도권 구분,시군구,구분,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 미추홀구,노인인구 비율,6.182,6.43,6.61,6.992,7.429,7.937,8.476,9.18,9.57,10.007,10.448,10.992,11.706,12.363,13.037,13.637,13.77,14.491,15.084,16.055,17.083,17.749,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 미추홀구,전체 인구,"420,348","425,371","432,716","433,138","430,889","420,403","416,672","412,379","420,741","419,935","423,876","417,996","414,500","411,330","408,305","404,893","417,103","419,267","416,542","408,862","404,343","407,464",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 부평구,노인인구 비율,4.885,5.094,5.357,5.704,6.065,6.355,6.73,7.25,7.564,7.922,8.257,8.673,9.194,9.677,10.162,10.678,11.086,11.846,12.661,13.595,14.834,15.715,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 부평구,전체 인구,"546,520","552,093","558,310","554,027","557,144","567,347","570,283","568,905","569,246","563,920","567,493","560,936","559,047","556,985","556,992","555,844","549,716","539,941","524,640","511,577","494,962","486,765",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 서구,노인인구 비율,4.35,4.54,4.743,5.017,5.18,5.352,5.662,6.013,6.246,6.496,6.695,6.832,7.036,7.312,7.689,8.068,8.364,8.939,9.279,9.86,10.716,11.38,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 서구,전체 인구,"342,973","348,450","350,121","347,117","362,269","380,916","384,431","399,430","393,346","395,508","408,068","436,134","469,887","490,035","498,686","504,606","510,733","516,017","538,596","544,556","542,040","555,380",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 연수구,노인인구 비율,4.494,4.746,5.006,5.232,5.528,5.69,5.929,6.265,6.547,6.802,6.914,7.133,7.396,7.657,7.839,8.022,8.183,8.63,9.016,9.37,9.857,10.528,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 연수구,전체 인구,"262,319","261,038","259,254","257,564","255,998","265,658","271,010","268,780","268,668","271,497","279,230","287,903","292,589","300,305","310,703","319,052","328,627","335,142","346,359","366,550","387,450","389,644",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 옹진군,노인인구 비율,18.732,19.181,19.419,19.608,19.474,19.245,18.689,19.022,19.256,18.989,19.318,19.446,19.976,19.9,20.78,21.329,21.39,22.417,23.602,24.92,26.815,28.34,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 옹진군,전체 인구,"14,008","14,050","14,120","14,270","14,820","15,609","16,491","16,980","17,376","18,221","18,739","19,485","20,039","20,698","20,703","20,962","21,351","21,573","21,036","20,566","20,455","20,342",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 중구,노인인구 비율,9.06,9.308,9.281,9.271,9.355,9.601,10.08,10.81,11.26,11.581,11.89,12.351,12.941,12.984,13.292,13.459,13.655,14.104,14.271,14.116,14.693,15.132,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 중구,전체 인구,"71,522","73,637","78,375","85,415","89,993","92,300","91,916","89,768","88,713","89,688","92,890","93,581","98,648","107,774","111,929","114,493","115,249","117,999","122,499","135,135","139,729","143,633",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 강진군,노인인구 비율,17.132,17.364,19.605,21.107,22.533,23.728,24.703,26.021,26.377,26.696,26.684,26.88,28.168,28.648,29.011,30.074,30.872,31.933,32.725,33.676,34.786,35.941,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 강진군,전체 인구,"49,254","50,846","46,381","44,743","43,550","42,696","41,938","41,352","41,153","41,164","41,624","41,599","40,241","40,079","39,861","38,758","37,753","36,868","36,144","35,286","34,597","33,753",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 고흥군,노인인구 비율,18.935,20.451,22.068,23.002,24.876,26.333,27.796,29.77,30.622,31.36,31.994,32.646,33.794,34.624,35.68,36.591,37.49,38.204,38.871,39.755,41.141,42.234,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 고흥군,전체 인구,"100,989","95,864","92,715","91,518","86,747","83,830","81,068","78,589","76,605","75,127","73,924","72,607","71,560","70,631","69,641","68,601","67,656","66,736","65,777","64,913","63,922","62,762",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 곡성군,노인인구 비율,18.09,19.937,21.614,23.302,24.552,25.152,26.116,27.321,27.99,28.746,29.101,29.909,30.967,31.068,31.83,32.153,32.605,33.305,33.851,34.908,36.324,37.164,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 곡성군,전체 인구,"41,149","38,767","36,754","35,297","34,396","34,157","33,631","33,311","32,608","32,084","31,886","31,332","30,878","31,009","30,732","30,672","30,400","30,131","29,624","28,887","28,039","27,535",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 광양시,노인인구 비율,6.687,7.041,7.358,7.751,8.062,8.36,8.699,9.089,9.218,9.301,9.356,9.298,9.646,9.942,10.294,10.658,10.944,11.364,11.701,12.313,13.302,13.947,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 광양시,전체 인구,"137,940","138,238","137,913","136,484","137,601","138,098","138,237","138,865","141,388","143,461","145,512","150,725","150,837","151,621","152,097","153,587","155,580","155,857","156,564","156,750","151,769","150,531",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 구례군,노인인구 비율,16.509,17.4,18.816,20.279,21.318,22.446,23.806,25.483,26.246,26.848,27.437,27.755,28.748,29.205,29.433,29.731,30.096,30.688,31.383,32.662,34.535,35.538,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 구례군,전체 인구,"33,588","32,948","31,755","30,509","30,232","29,577","28,837","28,203","27,703","27,518","27,375","27,422","27,077","27,115","27,170","27,308","27,412","27,525","27,117","26,563","25,719","25,235",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 나주시,노인인구 비율,15.249,16.055,17.134,17.943,18.793,19.585,20.521,21.642,22.301,23.015,23.602,24.124,24.453,24.833,24.656,23.382,22.504,21.958,21.66,22.027,22.477,22.908,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 나주시,전체 인구,"108,459","105,832","102,825","101,708","99,308","97,980","96,417","95,439","92,884","90,875","90,118","88,243","88,067","87,754","90,669","98,182","104,376","110,110","113,839","114,664","115,613","116,726",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 담양군,노인인구 비율,15.676,16.708,17.815,18.672,19.582,20.322,21.179,22.44,23.944,24.637,24.941,25.203,26.048,26.75,27.441,28.097,28.222,28.81,29.448,29.999,31.193,31.75,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 담양군,전체 인구,"55,089","53,268","51,535","50,933","50,613","50,364","50,332","50,441","48,347","47,286","47,808","47,819","47,612","47,365","47,177","47,009","47,229","47,285","46,917","46,535","46,280","46,180",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 목포시,노인인구 비율,6.14,6.346,6.657,7.074,7.462,7.901,8.381,9.001,9.275,9.711,10.241,10.728,11.324,11.998,12.621,13.089,13.647,14.436,14.988,15.699,16.884,17.871,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 목포시,전체 인구,"245,492","245,344","244,909","241,460","241,717","242,988","241,679","243,312","245,651","244,339","245,422","244,871","245,073","240,936","239,109","238,382","237,739","234,379","232,327","229,861","224,044","218,589",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 무안군,노인인구 비율,14.122,14.874,16.068,17.175,18.301,19.213,20.022,20.668,20.178,19.165,19.078,19.126,19.592,19.23,19.085,19.304,19.699,19.87,20.245,20.785,20.35,19.742,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 무안군,전체 인구,"70,212","68,904","65,976","63,681","62,472","61,915","61,766","63,674","66,598","72,417","74,475","75,718","75,741","79,367","81,696","82,236","82,109","82,872","81,991","81,105","86,132","91,107",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 보성군,노인인구 비율,18.784,19.998,21.516,22.871,24.261,25.351,26.451,27.827,28.594,29.192,29.544,30.148,31.19,31.946,32.876,33.478,34.336,35.29,35.923,37.25,38.543,39.909,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 보성군,전체 인구,"61,329","59,417","57,282","55,983","54,288","53,145","51,948","50,921","50,004","49,048","48,792","47,894","47,050","46,385","45,882","45,349","44,469","43,755","42,803","41,420","40,482","39,375",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 순천시,노인인구 비율,8.1,8.378,8.735,9.099,9.511,9.871,10.247,10.736,11.089,11.269,11.446,11.692,12.09,12.421,12.841,13.199,13.628,14.14,14.511,15.119,15.75,16.367,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 순천시,전체 인구,"270,345","271,734","271,139","269,843","270,059","270,934","269,940","270,380","269,429","269,516","272,620","272,201","273,798","275,668","277,188","278,765","278,548","279,331","279,389","279,598","282,189","281,436",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 신안군,노인인구 비율,17.172,18.466,20.206,20.814,23.118,24.585,25.536,27.073,27.576,27.94,28.313,29.262,30.27,30.429,31.15,31.732,32.381,33.335,33.827,34.941,36.702,37.708,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 신안군,전체 인구,"53,150","51,342","49,704","50,726","47,591","46,451","46,714","45,968","45,718","45,294","45,428","44,355","43,898","44,162","43,747","43,294","42,652","42,070","41,263","40,274","38,938","38,217",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 여수시,노인인구 비율,7.68,8.09,8.504,8.985,9.524,10.078,10.657,11.357,11.736,12.11,12.471,12.922,13.576,14.198,14.859,15.507,16.136,16.96,17.511,18.387,19.479,20.365,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 여수시,전체 인구,"323,913","320,146","315,536","310,350","305,312","301,389","297,489","295,439","295,133","293,546","293,488","292,750","292,217","291,366","290,900","290,168","288,988","286,382","283,300","282,786","280,242","276,762",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 영광군,노인인구 비율,13.353,14.323,15.513,16.903,17.959,18.833,19.91,21.435,22.256,22.929,23.219,23.817,24.404,24.64,25.501,26.143,26.562,27.389,27.796,28.214,29.168,30.088,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 영광군,전체 인구,"72,780","70,120","67,055","64,148","62,959","61,500","60,045","58,837","58,075","57,037","57,362","56,863","57,224","57,617","56,833","56,267","55,618","54,774","54,127","53,852","53,099","51,985",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 영암군,노인인구 비율,14.315,15.28,15.606,16.558,17.428,18.218,18.901,19.831,20.273,20.628,20.93,21.161,21.658,22.158,22.625,23.15,23.795,24.772,25.278,25.78,26.816,27.671,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 영암군,전체 인구,"65,268","64,391","64,637","63,267","62,336","62,004","61,546","60,742","60,106","59,837","60,082","60,139","59,997","59,061","58,852","58,137","57,045","55,616","54,731","54,593","53,699","52,937",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 완도군,노인인구 비율,14.621,15.66,17.04,18.42,19.753,21.23,22.611,24.233,25.102,25.946,26.404,26.759,27.382,27.934,28.678,28.99,29.663,30.244,30.565,31.409,32.543,33.83,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 완도군,전체 인구,"66,978","65,397","62,964","61,145","59,950","58,841","57,464","56,201","54,999","54,301","54,269","54,037","53,871","53,619","53,174","53,014","52,668","52,109","51,477","50,689","49,916","48,631",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 장성군,노인인구 비율,15.17,16.134,17.449,18.447,19.426,20.376,21.531,22.734,23.39,24.053,24.298,24.809,25.488,26.022,26.501,26.844,27.212,27.77,28.248,28.569,30.137,31.214,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 장성군,전체 인구,"55,986","54,687","52,542","51,493","50,200","49,165","47,870","47,410","46,602","46,214","46,514","46,245","46,289","46,292","46,273","46,360","46,104","46,111","45,795","45,739","44,464","43,365",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 장흥군,노인인구 비율,17.864,19.069,20.288,21.809,23.117,24.173,25.37,26.67,27.258,27.859,28.145,28.173,28.616,28.7,28.956,29.051,31.006,31.598,32.079,32.985,34.201,35.631,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 장흥군,전체 인구,"53,392","51,738","50,232","47,837","46,568","45,542","44,451","43,468","42,783","42,097","42,394","42,552","42,672","43,004","43,190","43,513","40,669","40,136","39,312","38,563","37,800","36,547",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 진도군,노인인구 비율,16.456,17.621,18.895,20.424,21.71,23.283,24.691,26.439,27.2,27.827,28.465,28.858,29.499,29.965,30.395,31.149,31.501,32.082,32.387,32.834,33.064,34.607,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 진도군,전체 인구,"42,229","41,139","39,619","38,382","37,329","36,529","35,953","35,206","34,412","33,931","33,743","33,502","33,208","32,998","32,746","32,476","32,078","31,765","31,219","30,715","31,227","30,066",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 함평군,노인인구 비율,18.39,19.666,21.041,21.907,23.689,24.547,26.046,27.641,28.235,28.882,29.494,30.105,30.959,31.213,32.012,32.294,32.858,33.346,34.174,35.191,36.568,37.945,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 함평군,전체 인구,"45,232","43,522","41,965","42,119","40,205","40,189","38,647","37,998","37,432","37,089","36,702","36,134","35,780","35,610","35,090","34,876","34,397","34,328","33,420","32,861","32,050","31,274",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 해남군,노인인구 비율,15.135,16.235,17.507,18.602,19.692,20.813,21.905,23.443,24.227,24.47,25.245,25.811,26.351,26.903,27.486,28.036,28.686,29.702,30.335,31.209,32.4,33.591,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 해남군,전체 인구,"99,230","96,445","92,323","89,981","87,736","86,238","84,338","82,529","81,043","81,148","79,579","78,346","78,150","77,684","76,981","76,194","75,121","73,604","71,901","70,354","68,806","67,166",,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 화순군,노인인구 비율,12.524,13.131,13.856,14.834,15.697,16.577,17.456,18.749,19.468,19.991,20.388,20.791,21.443,22.041,22.745,23.401,23.76,24.471,25.02,25.959,26.856,27.517,,,,,,,,,,,,,,,,,,,,,
비수도권,전라남도 화순군,전체 인구,"78,610","79,219","78,443","76,123","75,023","73,673","72,615","71,551","70,327","69,675","69,368","68,985","68,378","67,829","66,772","65,848","65,303","64,680","63,933","62,737","62,522","62,624",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 고창군,노인인구 비율,16.674,17.186,18.819,19.525,21.416,22.539,23.656,25.189,25.852,26.407,26.482,27.051,27.563,27.988,28.925,29.404,29.468,30.009,31.689,33.097,34.444,35.669,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 고창군,전체 인구,"74,104","74,286","69,657","69,639","65,203","63,676","62,030","60,962","60,328","60,102","60,861","60,065","60,440","60,522","60,090","60,046","60,597","60,472","57,041","55,504","54,529","53,386",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 군산시,노인인구 비율,8.077,8.475,8.926,9.411,9.916,10.329,10.914,11.636,11.91,12.111,12.309,12.668,13.208,13.68,14.223,14.841,15.424,16.211,16.84,17.791,18.928,19.869,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 군산시,전체 인구,"277,491","276,717","272,007","268,639","265,168","263,120","260,989","260,562","263,845","266,922","272,601","275,659","278,341","278,319","278,098","278,398","277,551","274,997","272,645","270,131","267,859","265,304",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 김제시,노인인구 비율,15.249,15.879,16.89,17.448,18.776,19.524,20.486,21.885,22.562,23.159,23.67,24.28,25.234,25.864,26.679,27.642,28.309,28.938,29.599,30.574,31.925,33.101,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 김제시,전체 인구,"115,865","115,244","110,989","110,710","105,195","102,720","100,238","97,615","95,807","94,770","94,346","93,111","92,317","91,218","90,108","88,721","87,782","86,926","85,331","83,895","82,450","80,913",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 남원시,노인인구 비율,13.571,13.936,14.948,15.399,16.626,17.365,18.265,19.621,20.115,20.444,20.621,21.098,21.978,22.682,23.356,24.121,24.601,25.416,25.976,27.075,28.135,29.237,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 남원시,전체 인구,"103,571","103,977","100,392","101,950","96,243","93,670","91,265","89,247","88,356","87,675","87,775","87,455","87,000","86,460","85,643","84,856","84,188","83,281","82,554","81,441","80,662","79,431",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 무주군,노인인구 비율,17.297,17.532,19.585,21.107,22.221,23.149,24.456,25.026,25.568,26.059,26.683,26.884,27.839,28.258,28.535,29.504,30.17,31.041,31.376,32.469,33.595,34.331,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 무주군,전체 인구,"29,207","30,333","27,894","26,716","26,183","25,876","25,417","26,361","26,017","25,811","25,578","25,863","25,321","25,398","25,390","25,220","24,949","24,809","24,589","24,303","24,036","23,748",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 부안군,노인인구 비율,15.76,16.221,17.808,18.852,19.893,20.719,21.672,23.022,23.61,24.221,24.59,25.344,26.212,26.494,27.738,28.53,28.89,29.738,30.556,31.866,33.316,34.47,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 부안군,전체 인구,"74,716","75,914","70,374","68,066","66,766","65,018","63,243","61,879","60,872","60,204","60,138","59,080","58,869","59,164","57,534","56,848","57,005","56,086","54,441","53,295","52,140","50,795",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 순창군,노인인구 비율,19.146,20.317,21.819,23.007,23.609,24.269,24.925,26.468,27.403,28.145,28.399,29.122,29.386,29.81,30.163,30.362,30.696,31.268,31.768,32.81,33.999,35.304,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 순창군,전체 인구,"34,587","33,892","32,329","31,482","31,814","32,012","32,485","32,035","30,920","30,179","30,209","29,497","30,055","30,272","30,368","30,248","29,949","29,698","29,209","28,382","27,810","26,855",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 완주군,노인인구 비율,13.128,13.29,14.107,14.915,15.649,15.824,16.37,17.567,17.816,18.028,18.109,18.562,18.91,19.301,19.286,19.229,19.704,20.19,20.944,22.162,23.371,24.352,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 완주군,전체 인구,"84,009","86,719","84,626","83,649","82,482","83,651","83,199","82,972","83,757","83,885","85,119","84,660","86,164","86,978","90,377","95,303","95,480","95,975","94,444","92,220","91,609","91,142",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 익산시,노인인구 비율,8.556,8.892,9.307,9.764,10.212,10.554,11.003,11.738,12.126,12.509,12.779,13.079,13.781,14.266,14.879,15.568,16.151,16.775,17.527,18.6,19.898,20.89,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 익산시,전체 인구,"334,324","334,757","330,101","325,238","322,378","318,506","315,094","313,590","309,269","306,669","307,289","309,804","306,469","306,539","304,117","302,061","300,479","300,187","294,062","287,771","282,276","278,113",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 임실군,노인인구 비율,18.622,19.549,21.411,22.688,24.382,25.056,26.176,27.328,28.112,28.512,28.941,29.04,30.391,31,31.212,31.479,31.632,32.057,32.489,34.011,36.436,37.804,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 임실군,전체 인구,"37,514","37,439","35,071","34,283","33,008","32,511","31,976","31,952","31,133","30,703","30,593","30,789","29,956","29,739","29,966","30,271","30,197","30,162","30,072","28,902","27,314","26,730",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 장수군,노인인구 비율,16.801,17.323,20.191,18.781,21.256,23.518,24.702,23.45,26.291,26.961,27.102,27.396,27.998,28.572,28.712,29.351,29.516,30.913,30.998,32.548,34.218,35.566,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 장수군,전체 인구,"30,051","30,445","26,349","29,445","26,788","24,755","24,209","26,687","23,864","23,478","23,386","23,215","23,191","23,243","23,335","23,277","23,628","23,003","23,221","22,441","22,085","21,695",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 전주시,노인인구 비율,6.187,6.48,6.777,7.131,7.494,7.816,8.201,8.83,9.079,9.329,9.596,9.994,10.547,11.035,11.522,12.103,12.513,13.122,13.602,14.236,14.992,15.669,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 전주시,전체 인구,"620,521","622,283","624,485","618,819","622,472","621,749","624,849","623,926","631,532","635,007","641,525","645,894","648,863","650,082","652,877","652,282","651,744","648,964","651,091","654,394","657,432","657,269",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 정읍시,노인인구 비율,13.234,13.749,15.13,14.193,16.776,17.405,18.112,19.314,19.737,20.238,20.57,21.125,21.895,22.552,23.32,24.094,24.509,25.126,25.679,26.678,27.886,28.699,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 정읍시,전체 인구,"152,022","151,813","139,133","155,319","132,285","129,050","126,249","124,239","122,842","121,545","122,000","120,466","119,392","118,328","117,183","115,977","115,173","113,776","112,169","110,541","108,508","106,487",,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 진안군,노인인구 비율,18.185,18.587,20.382,21.145,21.546,23.307,25.43,24.261,26.779,26.878,27.401,26.843,28.691,29.48,30.203,30.951,31.198,31.628,32.489,33.518,35.04,36.231,,,,,,,,,,,,,,,,,,,,,
비수도권,전라북도 진안군,전체 인구,"31,273","32,635","30,439","30,475","30,757","29,021","27,122","30,250","27,230","27,558","27,543","28,473","26,963","26,703","26,474","26,203","26,069","26,271","25,963","25,697","25,394","24,987",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 계룡시,노인인구 비율,5.355,5.519,5.870,6.105,6.339,6.218,6.486,6.721,6.694,6.822,7.09,7.338,7.709,8.038,8.498,8.615,9.023,9.496,10.167,11.087,12.006,12.707,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 계룡시,전체 인구,"27,505","28,775","29,830","31,058","31,174","34,370","36,846","37,775","41,411","42,760","43,088","42,942","41,550","40,957","40,552","41,730","42,634","43,967","43,731","42,971","42,822","43,331",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 공주시,노인인구 비율,12.497,13.095,13.652,14.183,14.847,15.335,15.896,16.878,17.321,17.881,18.049,18.256,18.665,19.313,20.324,21.372,22.026,23.063,23.746,24.84,26.472,27.61,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 공주시,전체 인구,"135,589","133,978","132,584","130,957","130,280","129,489","128,330","126,612","125,143","124,172","124,930","124,748","117,298","116,369","113,621","111,261","109,931","108,432","107,581","106,474","104,545","103,145",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 금산군,노인인구 비율,14.948,15.947,16.893,17.758,18.703,19.603,20.467,21.496,22.281,22.693,22.873,23.271,23.974,24.657,25.412,26.107,26.745,27.799,28.524,29.877,31.266,32.702,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 금산군,전체 인구,"64,515","62,985","61,350","60,740","60,048","58,378","57,552","57,690","56,740","56,220","56,555","56,030","55,715","55,441","55,166","54,879","54,612","53,894","53,222","52,257","51,413","50,477",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 논산시,노인인구 비율,13.079,13.763,14.428,15.038,15.584,16.075,16.956,17.985,18.688,19.166,19.511,19.65,20.314,20.949,21.635,22.223,22.771,23.421,24.254,25.333,26.651,27.762,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 논산시,전체 인구,"142,390","140,287","137,419","135,719","135,572","134,217","131,466","129,486","127,797","127,097","127,507","127,533","126,653","125,844","124,784","124,232","123,213","122,240","120,230","118,842","116,675","114,483",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 당진시,노인인구 비율,12.222,13.103,13.915,14.796,15.397,15.527,15.721,15.633,15.956,16.028,15.678,15.533,15.685,15.75,15.951,16.263,16.471,16.953,17.277,17.919,18.846,19.461,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 당진시,전체 인구,"122,495","120,445","118,395","116,477","117,510","120,483","124,925","136,254","136,432","138,798","144,903","150,219","155,104","159,615","162,844","165,122","166,630","167,439","167,770","167,042","166,249","167,092",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 보령시,노인인구 비율,11.537,12.311,13.036,13.926,14.688,15.212,15.842,16.645,17.222,17.665,18.03,18.564,19.376,20.144,20.913,21.441,22.112,22.89,23.645,24.713,26.151,27.285,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 보령시,전체 인구,"118,504","116,306","113,365","110,380","108,861","108,056","107,591","107,637","106,885","106,754","107,346","106,421","105,559","104,938","104,321","104,754","103,873","103,198","101,990","101,114","100,229","98,408",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 부여군,노인인구 비율,16.105,17.178,18.157,19.173,20.151,20.92,21.965,23.271,23.964,24.615,25.138,25.591,26.227,26.923,27.982,28.857,29.595,30.699,31.593,33.04,34.708,36.377,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 부여군,전체 인구,"92,667","90,373","88,014","85,275","83,260","81,430","79,595","77,916","76,687","75,564","75,029","74,004","73,259","72,547","71,754","71,143","70,187","69,086","68,078","66,740","65,354","63,774",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 서산시,노인인구 비율,10.111,10.759,11.397,11.813,12.371,12.625,13.104,13.676,13.878,14.113,14.245,14.498,14.815,15.144,15.624,15.96,16.412,16.899,17.155,17.804,18.472,19.154,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 서산시,전체 인구,"150,028","150,116","148,150","151,818","150,131","150,294","150,889","153,569","156,867","158,886","160,468","161,489","163,315","165,837","167,611","170,099","170,788","171,678","174,162","174,690","175,591","176,645",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 서천군,노인인구 비율,16.786,17.907,19.007,20.156,21.318,22.056,22.973,24.447,25.266,25.948,26.361,26.886,27.989,28.937,29.789,30.668,31.393,32.498,33.471,34.877,36.61,38.063,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 서천군,전체 인구,"75,259","72,787","70,116","67,414","65,650","64,322","62,629","61,168","60,507","60,066","60,085","59,541","58,920","58,441","57,713","56,910","56,012","55,175","53,922","52,805","51,866","50,745",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 아산시,노인인구 비율,9.415,9.777,10.107,10.533,10.642,10.793,10.869,11.02,10.649,10.435,10.469,10.524,10.724,10.929,11.084,11.373,11.576,11.87,12.213,12.737,13.398,13.741,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 아산시,전체 인구,"184,191","186,469","191,123","193,122","200,938","204,431","211,560","221,490","240,942","256,449","265,191","274,523","280,490","287,073","293,954","297,737","302,929","311,453","312,822","314,395","316,129","324,580",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 예산군,노인인구 비율,14.064,15.016,16.006,17.066,18.041,18.621,19.363,20.514,21.073,21.684,21.999,22.42,23.254,24.036,24.772,25.882,27.055,28.132,28.804,29.924,31.539,32.893,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 예산군,전체 인구,"101,432","100,289","97,786","95,029","91,832","90,740","89,585","88,670","88,144","87,163","87,002","86,421","85,876","85,205","84,919","83,484","81,339","80,338","80,083","79,238","78,084","76,801",,,,,,,,,,,,,,,,,,,,,
